session_id,uri,title,description,language,speakers,start_time,end_time,room,type,tags
VDEJDB,https://coscup.org/2025/sessions/VDEJDB,用 n8n 打造智慧化網路維運自動化流程,透過開源自動化工具 n8n，結合網路監控與維運常見需求（如警示通知、故障排除、流量分析等），本議程將介紹如何使用 n8n 來降低維運成本及維運壓力。,Mandarin,XR8KPJ,2025-08-10T14:10:00+08:00,2025-08-10T15:10:00+08:00,85,440,"language_zhtw, difficulty_elementary"
VR9SEK,https://coscup.org/2025/sessions/VR9SEK,如何打造台版 Edge Impulse TinyML 開發平台,Edge Impulse是TinyML領域最強的免費開發平台，從資料收集、模型選用、調參訓練、部署優化一站式服務，還支援數百種硬體開發板及多種程式語言，對TinyML初學者是非常棒的工具。由於其強大的功能及數十萬的開發者，2025年已正式被高通合併。台灣為世界主要MCU供應國家，但對於 MCU AI 投入仍不算多，尤其在算法及工具上，未來智慧感測器、工業物聯網甚至各種居家及穿戴式應用都會使用到，如果能有自建版的工具將對台灣在微型AI軟硬體整有很大的助益，而這場分享就會和大家介紹如何打造屬於台灣版的Edge Impulse。,Mandarin,7TFCEC,2025-08-10T14:20:00+08:00,2025-08-10T14:50:00+08:00,84,416,"language_zhtw, difficulty_elementary"
VWECWP,https://coscup.org/2025/sessions/VWECWP,Threat modeling introduction for free software projects,"Among security professionals, threat modeling is considered one of the de-facto standard methods to identify and assess potential security issues of technical systems. By defining and documenting a project's security context (e.g., what problems does it claim to solve, how is it supposed to be used, how is it expected to be operated), defining security objectives and taking a look at how these objectives could be violated by a potential attacker, projects can identify the most relevant security safeguards and spend their valuable time on security measures and practices that actually matter. This session will give an introduction to the basic vocabulary of threat modeling (what are threats, vulnerabilities, risks and counter measures), show how free software projects can get started on defining their project's threat model, what free online resources are available to learn more about threat modeling, and what free and open source tools can be used to document and communicate a threat model to both users and contributors of the project.",English,TQF7HH,2025-08-09T10:40:00+08:00,2025-08-09T11:20:00+08:00,83,441,"language_en, difficulty_elementary"
W3BES9,https://coscup.org/2025/sessions/W3BES9,COSCUP 2025: Welcome Day 1,Welcome to COSCUP 2025,Multilingual,9NRTBF,2025-08-09T09:00:00+08:00,2025-08-09T09:35:00+08:00,73,461,difficulty_elementary
W73B8H,https://coscup.org/2025/sessions/W73B8H,我把 Xcode 修好了：一個開源小白的大冒險,## Abstract 每個人曾經是個開源新手，包括我。這次，我想分享自己第一次參與開源專案、修正 ⁠swift-format 在 Xcode 16 彈出錯誤彈窗的過程 ── 從發現 bug、猶豫要不要動手，到摸索 repo、跌跌撞撞寫下第一個 Pull Request。 這一路上不只是技術的挑戰，更是自我懷疑到成功突破、與社群建立連結的心路歷程。希望透過我的故事，能讓你看到：即使是開源小白，也能在社群中找到歸屬感，並用一點點勇氣，為大家帶來小小的改變。如果你也曾對開源心動卻遲遲不敢行動，這場分享會是給你的鼓勵和參考。 ## Key Takeaways - 其實你不需要很厲害，也可以為開源專案盡一份力 - 只要願意開始，其實「參與開源」比想像中容易 - 原來開源社群其實很溫暖，比你想像的還要包容,Mandarin,EPWFM8,2025-08-10T10:00:00+08:00,2025-08-10T10:30:00+08:00,77,448,"language_zhtw, difficulty_elementary"
W9DPHP,https://coscup.org/2025/sessions/W9DPHP,碳足跡主導查驗員的一天 | 阿柴,淨零與數位雙軸轉型，理想具有美感但現實很骨感。身為查驗機構的主導查驗員是怎麼看待「一鍵計算碳足跡和溫室氣體盤查報告書」或是「AI幫妳寫ESG報告」這類的數位軟體平台呢? 就讓水深火熱的主稽分享查驗員的一天吧！,Mandarin,HYQJNJ,2025-08-09T11:30:00+08:00,2025-08-09T12:20:00+08:00,89,422,"language_zhtw, difficulty_elementary"
WAXMJ7,https://coscup.org/2025/sessions/WAXMJ7,MiSheng 謎生—— 一個為實境解謎開發的開源工具,實境解謎是近幾年新興的互動式遊戲，通常是利用真實場景，搭配虛擬的故事情節，讓玩家可以透過解謎的過程，更深入了解當地的文化與歷史。 講者在社區大學工作的時期，曾經參與過一款實境解謎的設計，當時是將遊戲架構於 LINE 聊天機器人上，然而，後來因維運不易等問題，無法繼續使用 LINE 聊天機器人，遊戲因此也面臨無法繼續使用的困境。 不忍心看到心血消失的講者，嘗試找尋「好用+好看+資料自主」的遊戲平台，很可惜這三者幾乎沒有共同交集，於是便決定自己來寫一套，而這便是 MiSheng 的緣起。 MiSheng 使用試算表來編輯流程、儲存關卡、道具、提示資訊，一來試算表是最多人會使用的軟體，二來，結構化的資料也非常利於程式進行分析、使用。待編輯完試算表後，將檔案丟進 MiSheng 的特定資料夾，便可輕鬆產生屬於自己的實境解謎。 此外，由於 MiSheng 的程式碼是開源的，未來使用者可以自行下載試算表模板、自行選擇要部署的平台，掌握自己的遊戲資料，甚至是自己開發新功能！不用再擔心平台更迭導致作品不見的風險。 本講座將分享開發 MiSheng 的過程，歡迎對實境解謎有興趣的朋友一起來參加、討論。,Mandarin,NR8XWJ,2025-08-10T13:10:00+08:00,2025-08-10T13:40:00+08:00,73,461,"language_zhtw, difficulty_elementary"
WC7V38,https://coscup.org/2025/sessions/WC7V38,源來適你：從台灣工程師取暖團到台灣第一個Apache基金會分部,《源來適你》的故事，始於兩年前講者一個百無聊賴的夜晚。誰也沒想到，這個最初只是小圈圈裡的閒聊，竟能逐步發展出完善的制度，不僅有資深導師帶領新手探索開源世界，更吸引各領域的技術大牛前來分享經驗。從社群內部交流，到站上國際舞台演講、接受媒體採訪，如今，《源來適你》更已申請成為台灣第一個 Apache 基金會分部。究竟是什麼樣的魔力，讓《源來適你》在一群工程師的「幹話」中，蛻變成如此蓬勃發展的社群？就讓講者帶領我們一同回顧這段不可思議的成長歷程。,Mandarin,YA9Q7B,2025-08-09T12:30:00+08:00,2025-08-09T13:00:00+08:00,93,430,"language_zhtw, difficulty_elementary"
WDQJFC,https://coscup.org/2025/sessions/WDQJFC,OpenStreetMap kah Wikidata ê 整合 - 台灣上新 ê 例,M̄-nā sī NSI (https://wiki.openstreetmap.org/wiki/Name_Suggestion_Index)，koh-ū 其他事物lóng ē-tàng連結kàu OpenStreetMap，倒反mā仝款。這久這久以前，社群ū kā 全台灣7千gōa ê 村里全部畫tī OpenStreetMap 頂懸，而且閣加添台灣政府ê 河川代碼清單。 這改ê演講，咱會延伸討論學校、山峰、教會、廟寺佮peh-soaⁿ 路線ê計畫，並且搭配Wikidata的屬性提案共新ê外部資料庫編號kàu Wikidata。咱mā-ē hun-hióng 記錄 ê 方式佮用著ê家私。,Taiwan Taigi,EEZE3E,2025-08-10T15:00:00+08:00,2025-08-10T15:30:00+08:00,92,409,difficulty_intermediate
WDWK8G,https://coscup.org/2025/sessions/WDWK8G,從模仿到設計：用 Odoo 練習企業系統的模組化思維,## 議程摘要： 在導入 Odoo 或規劃企業系統時，很多人一開始就問：「要怎麼開發這個功能？」 但真正該思考的問題往往是：「這個功能在整體系統裡應該扮演什麼角色？該放在哪個模組？牽涉到哪些資料表與流程邏輯？」 Odoo 是一個模組化極高的系統，但更重要的是，你是否能讀懂那些模組背後的語言與結構。 這場分享將從「系統設計思維」出發，結合講者在 Odoo 實務導入、客製開發與企業顧問的經驗，帶大家理解： * 如何看懂 Odoo 模組的基本結構與功能邏輯（從 model、view 到 action） * 如何找出現有模組作為範例，模仿其設計並延伸為企業內部需求 * 如何將企業需求轉化為模組化思維，減少重複開發、提升維護效率 * 如何利用開源架構來學習 ERP 的設計哲學與技術路徑 這不是一場寫程式的教學，而是一堂幫助你「看懂系統、做對規劃」的實戰入門分享。 ## 預計內容大綱： - 為什麼選擇 Odoo 作為開源 ERP 平台：約2分鐘 - 客戶需求收集、分析、建議的流程：約5分鐘 - 如何規劃 Odoo 的模組設計、擴充、客製：約8分鐘 - 成功與失敗案例經驗分享：約3分鐘 - 開源開發中的學習與成長：約3分鐘 - Q & A ：約3分鐘,Mandarin,FXNFRS,2025-08-09T11:00:00+08:00,2025-08-09T11:20:00+08:00,71,418,"language_zhtw, difficulty_elementary"
WE9GXT,https://coscup.org/2025/sessions/WE9GXT,Ethereum Object Format (EOF): Necessary Evil or Needless Complexity?,"The Ethereum Object Format (EOF) was once seen as a long-overdue reform for the Ethereum Virtual Machine — a redesign aiming to solve long-standing architectural flaws in legacy EVM. From simplifying stack operations and enhancing control flow validation, to enabling faster and safer tooling for developers, EOF promised to streamline EVM for smart contract authors, security researchers, and client implementers alike. Its benefits included better stack depth management via DUPN/SWAPN, static code validation, and performant control-flow analysis using CALLF, JUMPF, and structured code sections. However, despite its technical merits and years of engineering effort, EOF was removed from the upcoming Fusaka upgrade. Why? This talk explores both sides of the debate: the real developer and client pain points EOF attempts to address, and the practical and political hurdles it ultimately couldn’t overcome. These include backward compatibility issues with critical tooling, incompatibility with today’s infrastructure (e.g. gas introspection and library patterns), maintenance burdens for clients, and the uncertainty introduced by future VM directions like RISC-V. This presentation aims to provide a neutral, technical overview of EOF — what it solves, what it breaks, the concerns raised by the community, and its potential impact on the EVM’s network effect. Will EOF be abandoned entirely, or could it return in a revised form that offers a win-win solution for all stakeholders?",English,FTPLAK,2025-08-10T12:50:00+08:00,2025-08-10T13:20:00+08:00,82,426,"language_en, difficulty_intermediate"
WHX9FJ,https://coscup.org/2025/sessions/WHX9FJ,走進開源韌體世界：從 EDK II 社群到歐洲開源舞臺,本次演講將分享參與海外開源韌體社群的經驗，從投入 EDK II 社群的歷程談起，EDK II 是 UEFI 韌體的開源實作，社群參與者來自全球各地，涵蓋硬體廠商、設備製造商、以及對韌體技術有興趣的個人開發者。此議程會說明如何從一位初學者，透過閱讀原始碼、修正小問題、參與討論，逐步成為技術貢獻者，進而融入社群、與全球開源開發者合作，並最終登上歐洲最大開源研討會 FOSDEM 演講的心路歷程。 希望透過這場分享，讓有志參與大型開源專案的開發者，能夠對於如何起步有更清晰的方向，同時也讓更多人認識參與開源社群是一場個人成長與國際視野拓展的旅程。也期望能鼓勵更多來自台灣的開發者走進海外開源社群，在國際舞台上發揮影響力。,Mandarin,DLBWBK,2025-08-09T10:40:00+08:00,2025-08-09T11:10:00+08:00,95,415,"language_zhtw, difficulty_elementary"
